change_shpt,cost,customer_ID,policy,policy_change,time_diff
8,667,261181,4,1,4
0,624,14405,3,0,23
2,652,261175,3,1,0
0,638,261177,2,0,18
0,649,261187,3,0,0
0,668,14395,3,0,22
0,748,14397,3,0,0
0,636,261185,3,0,0
0,648,14393,2,0,3
0,632,14387,3,0,2
0,633,261197,3,0,2
0,618,261191,2,0,0
0,651,14383,2,0,2
0,638,14385,3,0,0
0,690,261479,3,0,21
0,690,261483,3,0,23
0,608,14675,3,0,2
0,630,261485,2,0,1
0,626,261471,1,0,0
0,610,14679,3,0,0
0,643,261473,2,0,8
0,584,14683,3,0,2
0,680,261477,2,0,19
0,649,261463,3,0,22
0,666,14687,3,0,23
5,573,14693,1,1,20
0,576,261455,2,0,1
0,609,261461,2,0,0
0,695,14705,4,0,0
0,590,261511,1,0,0
0,579,261515,1,0,2
0,670,14707,1,0,22
0,681,261503,1,0,1
0,675,14711,2,0,2
0,633,261509,3,0,23
3,605,14721,3,1,20
0,745,14719,3,0,5
0,587,261501,1,0,0
0,686,14725,1,0,2
0,651,261499,3,0,0
0,583,14723,3,0,2
0,593,14729,2,0,2
0,588,14727,1,0,4
0,644,261493,3,0,0
0,670,14731,2,0,5
0,669,261547,2,0,0
0,697,14747,4,0,0
0,637,14749,2,0,2
0,626,14743,2,0,17
0,599,261537,4,0,0
0,676,14745,3,0,2
0,595,261531,2,0,4
0,671,261533,3,0,0
0,656,261527,2,0,6
0,653,14751,3,0,20
0,713,261529,1,0,0
0,620,261521,4,0,0
0,580,14761,1,0,23
0,694,261573,1,0,19
0,657,14779,3,0,3
0,670,14777,1,0,0
0,570,14775,1,0,6
0,648,14789,2,0,16
0,609,261563,3,0,1
0,628,14787,3,0,0
0,663,261561,3,0,2
0,655,14785,3,0,3
0,653,261559,1,0,22
0,576,14783,1,0,23
0,668,261557,2,0,22
0,592,261555,1,0,1
0,645,14793,3,0,0
2,690,261551,4,1,0
2,664,261345,2,1,3
0,667,261349,1,0,21
0,653,261351,3,0,0
0,623,261355,1,0,2
0,702,14547,4,0,19
0,631,14549,1,0,0
0,625,261331,2,0,0
0,641,261333,2,0,1
0,618,14559,3,0,3
0,599,261337,1,0,17
2,655,14563,1,1,1
0,670,14585,1,0,0
0,589,261375,3,0,2
0,631,14587,3,0,1
0,623,14581,3,0,0
0,659,14579,3,0,2
0,666,261361,2,0,0
2,627,261365,1,1,4
10,741,14603,3,1,0
3,663,261369,3,1,18
0,645,261367,1,0,1
0,625,14591,1,0,19
0,574,14597,1,0,1
0,650,261371,3,0,19
0,682,261411,3,0,19
0,608,261413,3,0,23
0,655,14615,3,0,0
0,615,261409,3,0,0
0,581,261421,2,0,23
0,713,261415,1,0,4
3,571,261395,1,1,3
2,657,261397,3,1,1
0,672,14637,3,0,7
0,699,14631,3,0,0
0,599,261403,3,0,0
0,642,261405,3,0,19
0,622,14629,3,0,0
0,653,261399,2,0,1
0,663,14623,3,0,2
0,677,261445,1,0,1
4,627,14653,3,1,3
0,573,261443,3,0,20
0,661,261441,1,0,4
0,588,14649,2,0,3
0,697,261439,3,0,22
0,558,261453,1,0,0
0,592,14643,2,0,2
0,640,14641,3,0,23
0,653,261447,2,0,22
0,607,14639,2,0,2
0,625,14667,1,0,3
0,656,261425,2,0,0
0,625,14663,3,0,2
0,639,14661,3,0,2
0,617,261435,3,0,0
0,599,14657,4,0,0
0,586,14023,1,0,19
0,598,14027,1,0,0
0,606,262841,2,0,0
0,586,262843,1,0,3
0,664,14019,1,0,17
0,611,262847,1,0,0
0,601,14009,1,0,0
0,672,262853,3,0,2
0,606,262855,1,0,4
0,686,262857,4,0,3
0,641,14001,2,0,19
0,574,14003,1,0,22
0,589,14005,2,0,0
0,618,13993,1,0,0
0,601,262799,1,0,0
0,618,262803,2,0,20
0,626,262809,4,0,3
0,617,262813,2,0,4
0,620,262817,1,0,7
0,681,262815,1,0,1
0,706,262821,1,0,2
0,637,262825,2,0,0
0,661,13969,2,0,0
0,643,262823,1,0,2
0,647,262829,2,0,5
0,620,262827,1,0,23
0,566,262771,1,0,1
0,528,13963,1,0,0
0,601,13959,1,0,1
0,572,262769,1,0,0
0,589,262779,2,0,0
0,703,13957,3,0,4
0,620,13953,1,0,3
0,527,262789,1,0,22
0,548,262785,1,0,0
0,715,262795,4,0,0
0,695,13937,1,0,2
0,649,262741,3,0,2
0,637,13933,3,0,5
0,638,262739,4,0,5
0,552,262735,1,0,0
0,558,262749,1,0,23
0,601,13925,3,0,0
0,663,262747,3,0,7
0,745,262745,3,0,1
0,589,13921,1,0,0
0,572,262757,2,0,2
0,725,262755,1,0,5
0,605,13911,2,0,4
0,558,13907,3,0,16
0,632,13905,2,0,0
0,687,13903,2,0,1
0,636,262711,3,0,4
0,605,262713,2,0,2
0,614,13889,2,0,5
8,632,262715,1,1,2
0,628,262717,1,0,0
3,660,262703,2,1,6
0,578,13895,3,0,4
0,631,13899,3,0,4
0,627,262709,3,0,2
0,586,13901,2,0,21
3,603,13871,1,1,0
0,723,262731,3,0,20
0,643,13877,2,0,22
0,578,262721,3,0,1
0,703,13881,1,0,23
0,670,262723,3,0,0
0,690,262725,1,0,2
0,663,13885,3,0,17
0,663,13857,2,0,3
0,609,13859,3,0,7
0,675,13863,3,0,0
0,652,262677,3,0,0
3,630,13869,3,1,21
0,707,262697,1,0,0
0,628,13841,1,0,0
0,628,262695,1,0,0
0,615,13845,2,0,4
0,659,262689,3,0,1
0,608,262687,1,0,4
0,602,13847,2,0,0
7,613,262693,1,1,0
0,641,13851,1,0,0
0,616,13827,3,0,0
0,688,262643,3,0,22
0,565,13835,2,0,0
0,638,262639,1,0,3
0,633,262641,1,0,23
0,634,262667,3,0,7
7,634,13813,3,1,23
0,613,262663,3,0,19
0,687,13807,1,0,1
0,643,262665,2,0,0
0,633,13809,4,0,2
0,635,262659,2,0,3
0,646,262661,3,0,1
0,591,13821,3,0,19
0,663,262655,3,0,0
0,641,262621,2,0,1
0,609,13797,3,0,0
0,609,13791,1,0,8
0,582,262613,2,0,22
0,597,13805,1,0,20
0,621,13803,3,0,21
0,592,262609,1,0,18
0,599,262637,1,0,0
0,612,13781,3,0,1
0,648,262635,3,0,4
0,642,262629,3,0,1
0,650,262627,1,0,18
0,693,13787,3,0,2
0,565,262625,3,0,0
0,643,13785,2,0,0
0,631,13783,1,0,1
0,695,263105,1,0,5
0,647,14263,2,0,3
0,613,263109,2,0,3
0,594,14269,2,0,0
0,627,263107,1,0,19
0,696,14257,3,0,1
3,628,263111,2,1,4
0,687,14255,2,0,0
0,589,14261,1,0,0
0,540,14281,1,0,4
0,638,263087,2,0,0
0,658,14285,1,0,18
0,606,263091,1,0,2
0,674,14277,3,0,0
0,616,263071,3,0,7
0,621,14231,3,0,0
0,599,14233,3,0,17
6,605,263075,2,1,0
0,615,14235,3,0,16
0,623,263077,1,0,4
0,638,263079,2,0,20
0,689,14223,2,0,3
0,643,14225,3,0,22
0,621,14227,3,0,22
0,609,263085,2,0,1
0,743,14247,3,0,23
0,578,14249,1,0,3
0,668,14253,3,0,0
0,575,14239,3,0,21
0,609,14241,1,0,18
0,695,263045,3,0,22
8,697,263043,1,1,4
0,600,14203,1,0,0
0,630,263053,3,0,1
0,584,14197,1,0,5
0,653,263029,3,0,15
0,670,14221,1,0,1
0,626,263027,3,0,0
0,690,263025,3,0,2
0,649,14217,2,0,0
0,647,263037,1,0,4
0,626,14211,1,0,1
0,625,263033,3,0,23
0,619,263031,2,0,0
0,618,263011,2,0,1
0,613,14171,1,0,0
0,574,263013,1,0,0
0,638,14173,2,0,3
0,702,14165,3,0,0
0,657,14159,3,0,4
0,536,14161,1,0,0
0,672,262991,1,0,22
0,621,262993,3,0,23
0,559,14185,1,0,0
0,635,263003,3,0,21
0,615,14179,1,0,23
0,642,14181,2,0,1
0,706,262999,1,0,23
0,642,263001,2,0,22
0,657,262985,1,0,21
0,662,262983,3,0,18
0,684,14127,3,0,1
0,608,262977,4,0,4
0,654,262975,1,0,0
0,653,262979,4,0,0
0,708,14139,3,0,0
0,625,262967,2,0,6
0,705,262973,2,0,1
0,610,14149,3,0,0
0,682,14147,1,0,6
0,628,262961,1,0,2
0,612,14153,2,0,21
0,679,262965,3,0,0
0,567,262951,3,0,1
0,663,14097,3,0,0
0,622,262955,3,0,7
3,618,14099,2,1,0
0,656,262957,3,0,18
0,607,262943,3,0,3
0,619,262945,3,0,1
0,673,14105,1,0,0
0,626,262947,3,0,2
0,651,14107,1,0,23
0,645,14109,1,0,0
0,583,262937,2,0,17
0,631,262939,1,0,0
0,652,262941,3,0,0
0,588,14117,1,0,16
0,638,262927,3,0,4
0,647,262929,2,0,0
0,631,14121,2,0,0
0,649,262931,2,0,0
0,659,14123,2,0,3
0,621,262921,2,0,0
0,606,14065,2,0,0
0,606,262919,2,0,21
0,633,14063,3,0,23
0,544,262917,1,0,6
0,717,14077,2,0,23
0,684,262913,2,0,0
0,600,14083,2,0,23
0,599,14079,2,0,0
0,596,14091,2,0,0
0,655,14089,2,0,5
0,680,262891,3,0,0
0,683,14035,2,0,0
0,572,262887,1,0,0
0,656,14031,1,0,3
0,660,14043,3,0,1
0,631,14045,1,0,0
0,653,14053,2,0,17
0,605,262873,1,0,3
0,640,14059,2,0,21
0,609,262863,3,0,0
0,625,14057,3,0,5
6,716,262293,1,1,2
0,678,13485,3,0,0
0,582,262289,3,0,3
0,640,13481,2,0,0
0,600,262301,2,0,8
0,664,262299,1,0,23
0,603,13475,2,0,0
0,625,262297,3,0,0
0,662,13473,3,0,4
0,709,13471,1,0,0
0,577,262307,1,0,1
0,623,262317,2,0,23
0,666,13461,1,0,4
0,542,262315,1,0,20
0,588,13457,3,0,5
5,676,13455,3,1,0
8,621,262319,2,1,18
0,673,13511,4,0,22
0,606,262321,3,0,0
0,617,13513,3,0,0
0,641,262333,1,0,21
0,672,262327,1,0,0
0,687,13503,2,0,0
0,587,262329,1,0,22
0,640,13505,2,0,4
0,621,13501,1,0,18
5,722,262335,1,1,0
0,692,13495,1,0,1
0,604,262337,3,0,0
0,606,13491,3,0,18
0,618,262225,2,0,1
0,684,13417,4,0,17
0,551,262223,1,0,23
0,749,13415,1,0,23
0,603,262229,1,0,1
0,683,13421,1,0,3
0,770,262227,3,0,16
0,720,13419,1,0,0
0,593,262233,3,0,0
0,657,13413,3,0,1
0,635,13401,3,0,1
0,625,262243,3,0,23
0,621,262249,3,0,0
0,627,13393,4,0,4
0,653,262247,2,0,15
0,625,13391,3,0,0
0,680,13395,3,0,2
0,615,262255,2,0,2
0,590,262257,3,0,0
0,726,262259,4,0,1
0,681,13451,1,0,23
2,685,13443,3,1,0
0,599,262269,4,0,18
0,693,13445,1,0,0
0,612,262275,2,0,6
0,642,13435,4,0,2
0,591,262279,3,0,21
2,584,262281,2,1,5
0,655,13425,3,0,1
0,609,262283,2,0,0
0,658,13427,2,0,17
0,630,262285,3,0,21
0,609,13429,1,0,0
0,692,262171,1,0,3
0,683,262167,1,0,18
0,591,13355,4,0,0
2,650,262187,2,1,23
0,620,13331,2,0,6
0,679,262185,3,0,0
0,701,13329,2,0,0
0,676,262181,1,0,0
0,628,13341,1,0,2
0,585,262179,3,0,1
0,667,262177,2,0,0
0,727,13337,3,0,1
0,688,13375,3,0,20
0,555,13377,1,0,1
0,634,262195,1,0,0
0,575,13387,2,0,4
0,626,13383,3,0,21
0,716,262193,1,0,23
10,590,13365,2,1,6
0,671,262215,3,0,0
0,615,13359,1,0,1
0,705,262217,4,0,0
0,626,13367,1,0,0
2,675,262109,3,1,0
0,700,262097,3,0,9
0,601,13289,2,0,23
0,659,262101,4,0,23
0,685,13265,3,0,0
3,604,262125,3,1,23
0,682,13269,2,0,20
0,598,262123,2,0,0
0,660,13267,3,0,22
0,688,13273,4,0,0
0,757,262111,4,0,0
0,647,262117,2,0,23
2,629,13277,3,1,5
0,618,262115,1,0,23
0,620,13311,2,0,19
6,678,262137,1,1,2
0,665,13313,2,0,0
0,598,13315,1,0,0
0,698,13317,3,0,0
0,681,262127,3,0,20
0,664,13321,3,0,0
0,666,262131,3,0,2
0,656,13323,2,0,0
0,683,13295,3,0,6
0,637,262153,2,0,23
0,636,262155,3,0,0
0,675,13299,1,0,1
0,609,262157,3,0,19
0,620,262143,1,0,1
0,597,262145,2,0,5
0,610,13309,1,0,20
0,602,262559,1,0,0
0,614,13721,1,0,2
0,671,13715,2,0,1
0,677,13717,1,0,22
0,627,13711,1,0,4
0,664,262549,2,0,0
0,638,13741,2,0,2
0,527,262543,1,0,1
0,652,13731,2,0,1
0,660,262557,1,0,1
0,677,262553,3,0,17
0,506,13729,1,0,2
0,580,262595,1,0,3
2,651,13755,1,1,0
0,673,262591,2,0,2
0,648,13749,1,0,2
0,691,262603,3,0,0
0,589,13747,3,0,0
0,598,262599,3,0,16
0,584,13743,1,0,23
0,591,262579,1,0,0
0,601,13771,3,0,23
0,646,262577,2,0,1
0,607,13769,1,0,3
0,654,262575,2,0,2
0,642,262589,4,0,1
0,615,13765,3,0,0
2,579,13761,3,1,19
0,660,13661,4,0,22
0,662,262505,3,0,2
0,631,13651,2,0,5
0,647,262479,3,0,21
0,661,13673,3,0,1
0,652,262491,1,0,23
0,672,13669,4,0,0
0,613,13689,3,0,22
0,659,262527,1,0,1
0,671,13687,2,0,2
0,577,13691,1,0,0
0,663,262537,3,0,0
0,692,262535,1,0,0
0,614,13679,1,0,12
2,640,13683,1,1,1
0,615,13703,3,0,0
0,656,262515,3,0,0
0,618,262521,2,0,2
0,612,262519,4,0,6
0,613,13699,2,0,2
0,677,262443,2,0,23
0,613,262445,2,0,0
0,641,13583,3,0,3
0,614,262441,2,0,0
0,701,13585,3,0,23
0,587,13595,3,0,1
0,696,262433,1,0,20
0,578,13603,1,0,1
0,664,13605,3,0,0
0,630,262423,3,0,0
0,615,13599,2,0,0
0,627,262425,3,0,0
0,629,13601,2,0,0
0,596,13613,3,0,21
0,594,13609,1,0,23
0,618,262477,2,0,23
0,689,13621,1,0,4
0,628,13615,1,0,0
0,533,13625,1,0,1
0,674,262463,1,0,23
0,633,262461,3,0,3
0,638,13637,2,0,5
0,664,262459,2,0,0
0,598,262457,1,0,1
0,612,13633,3,0,0
0,659,13631,3,0,0
0,654,262451,2,0,23
0,598,13643,3,0,0
0,617,262449,2,0,4
0,631,262447,3,0,0
0,719,13639,4,0,0
0,692,262375,1,0,7
0,698,13521,2,0,0
0,718,13523,4,0,18
0,635,262367,1,0,0
0,677,13527,1,0,1
0,646,262369,4,0,3
0,660,13529,3,0,1
0,665,262373,3,0,1
0,563,13533,2,0,0
0,670,262359,2,0,0
0,685,13535,3,0,22
0,746,262363,1,0,1
0,623,13539,3,0,0
0,662,262365,2,0,0
0,676,13541,2,0,20
0,686,262351,3,0,22
0,722,13545,1,0,3
0,595,262357,2,0,0
0,657,13549,1,0,2
0,643,13557,2,0,0
0,638,262411,2,0,1
0,590,13555,3,0,0
0,710,13559,2,0,0
0,638,262405,1,0,0
0,672,13563,1,0,0
0,590,262393,3,0,22
2,668,262391,2,1,9
0,621,13567,1,0,0
0,614,262397,3,0,4
0,600,13573,1,0,21
0,712,262395,3,0,1
0,648,262385,3,0,5
0,649,262383,1,0,5
0,605,262389,3,0,4
0,698,13581,2,0,0
2,568,13579,3,1,22
0,612,259589,3,0,3
0,652,16893,3,0,0
0,630,259583,3,0,22
0,629,259585,1,0,20
0,664,259595,4,0,1
0,608,259597,2,0,0
0,611,16885,3,0,20
0,572,259591,3,0,0
0,548,16879,1,0,0
0,632,259593,1,0,23
0,667,16881,3,0,1
0,639,259571,1,0,0
0,672,259575,4,0,5
3,628,259577,1,1,1
0,610,259555,4,0,0
0,634,16859,3,0,7
0,654,259551,3,0,0
0,662,16855,3,0,0
0,683,259565,2,0,2
0,678,16849,2,0,0
0,621,259559,3,0,2
0,639,259541,2,0,23
0,643,16877,1,0,0
0,556,16875,1,0,0
0,700,16873,2,0,21
0,611,16871,1,0,23
0,657,259549,1,0,0
0,580,16869,3,0,23
0,748,259545,4,0,0
6,586,16865,1,1,20
0,591,259647,3,0,4
0,628,16951,1,0,2
0,713,16953,4,0,0
0,621,259651,3,0,0
0,578,16955,1,0,22
0,596,16943,1,0,0
7,578,16945,1,1,0
0,624,16947,4,0,23
0,729,259633,3,0,1
0,646,16969,3,0,1
0,594,259635,2,0,21
0,670,16971,2,0,2
0,623,259643,2,0,19
0,584,16963,1,0,0
0,672,259645,1,0,1
2,625,16921,1,1,0
0,640,16919,3,0,2
5,580,259621,3,1,22
0,661,16925,2,0,21
0,601,16923,3,0,0
0,624,16913,3,0,1
0,650,259623,4,0,1
0,703,16911,1,0,1
0,612,259601,2,0,4
0,599,16935,2,0,1
0,676,16929,1,0,5
0,621,259719,2,0,21
0,641,17007,3,0,0
7,631,17009,1,1,23
0,674,17019,4,0,20
0,678,17021,2,0,0
0,699,259713,3,0,0
0,654,17017,3,0,21
0,626,17029,2,0,0
0,587,17023,3,0,0
0,633,259705,3,0,0
0,699,259699,1,0,0
0,706,259701,1,0,2
0,660,17037,1,0,2
0,615,17033,3,0,19
2,660,16981,2,1,21
0,735,259691,1,0,0
0,661,16977,3,0,2
0,641,16989,2,0,1
0,551,16983,1,0,1
0,600,259677,2,0,21
0,582,259675,3,0,6
0,598,17003,1,0,4
0,611,259665,3,0,1
3,695,259783,3,1,16
0,678,17073,2,0,4
2,648,259777,2,1,1
0,617,17081,2,0,0
0,606,17083,4,0,0
0,658,17085,3,0,4
0,560,17087,1,0,0
0,668,259769,1,0,0
0,628,259771,2,0,0
0,625,17091,3,0,1
0,641,17093,3,0,5
0,688,259751,2,0,1
0,642,17039,1,0,3
0,656,259757,3,0,1
0,741,17049,3,0,0
2,664,259749,3,1,22
0,694,17057,4,0,2
0,640,259741,2,0,22
0,631,17061,3,0,3
0,659,259739,2,0,0
0,628,259733,3,0,23
0,614,17165,3,0,1
0,591,17163,2,0,18
0,630,259837,3,0,23
0,620,259835,3,0,0
0,679,17155,1,0,3
0,672,259831,3,0,21
0,589,17147,1,0,7
0,673,17145,3,0,22
0,619,259839,3,0,2
0,693,17143,1,0,0
0,610,259853,2,0,0
0,613,259849,2,0,0
0,641,17137,2,0,23
0,707,259847,2,0,14
0,649,259791,2,0,17
0,716,17127,1,0,1
0,601,259793,2,0,0
0,636,17129,4,0,0
0,628,259799,1,0,1
0,707,17119,4,0,23
0,597,259801,1,0,1
0,721,17121,1,0,0
0,633,259813,2,0,0
0,640,17117,4,0,20
0,592,259807,3,0,17
4,600,259809,2,1,5
0,693,17109,3,0,0
0,690,259815,3,0,22
0,673,259817,3,0,3
0,678,17105,2,0,7
0,690,259889,3,0,21
0,607,259887,2,0,0
0,586,259891,1,0,0
0,625,17217,1,0,21
0,657,259895,1,0,22
10,735,17209,3,1,1
0,634,259909,2,0,23
0,615,259907,2,0,0
0,653,259913,3,0,21
0,659,17201,3,0,21
0,587,17199,1,0,1
0,717,17205,3,0,2
0,656,259915,2,0,1
0,652,17191,2,0,0
0,629,17193,1,0,23
0,567,259859,1,0,0
6,693,259861,3,1,23
0,677,259865,1,0,3
0,593,259867,3,0,21
0,607,17187,3,0,5
0,604,17189,1,0,1
0,605,259871,1,0,3
0,599,17179,1,0,0
0,662,17181,3,0,0
0,633,17167,2,0,0
0,581,17171,1,0,2
0,669,259885,3,0,19
0,633,17173,1,0,0
0,608,259965,3,0,0
0,664,17285,3,0,0
0,571,17283,1,0,0
0,609,259961,2,0,2
0,619,259957,3,0,1
